"m","n"
"Module tensorflow.python.kernel_tests.py_func_test",520
"Module tensorflow.python.layers.base_test",520
"Module tensorflow.contrib.distributions.python.ops.bijectors.masked_autoregressive",519
"Module bijectors.masked_autoregressive",519
"Module layers.cudnn_rnn",518
"Module tensorflow.contrib.cudnn_rnn.python.layers.cudnn_rnn",518
"Module socketserver",516
"Module SocketServer",516
"Module tensorflow.python.tpu.feature_column",515
"Module ragged.ragged_math_ops",515
"Module tensorflow.python.ops.ragged.ragged_math_ops",515
"Module tensorflow.tools.compatibility.ast_edits_test",513
"Module ragged.ragged_tensor_shape",512
"Module random",512
"Module tensorflow.python.ops.ragged.ragged_tensor_shape",512
"Module sysconfig",511
"Module tensorflow.python.kernel_tests.partitioned_variables_test",510
"Module tensorflow.contrib.boosted_trees.python.kernel_tests.quantile_ops_test",508
"Module tensorflow.python.distribute.tpu_strategy",507
"Module pkgutil",506
"Module mimetypes",505
"Module tensorflow.python.keras.utils.composite_tensor_support_test",505
"Module tensorflow.tools.docs.generate_lib",504
"Module concurrent.futures._base",504
"Module ragged.ragged_batch_gather_op_test",503
"Module tensorflow.python.eager.wrap_function",503
"Module tensorflow.python.ops.ragged.ragged_batch_gather_op_test",503
"Module tensorflow.python.ops.random_ops",500
"Module tensorflow.python.compiler.tensorrt.trt_convert_test",500
"Module tensorflow.python.distribute.strategy_test_lib",498
"Module tensorflow.contrib.training.python.training.hparam_test",498
"Module weakref",497
"Module tensorflow.python.kernel_tests.depthwise_conv_op_test",497
"Module tensorflow.python.lib.io.file_io_test",497
"Module tensorflow.contrib.recurrent.python.ops.recurrent",496
"Module tensorflow.python.ops.distributions.transformed_distribution",496
"Module distributions.transformed_distribution",496
"Module tensorflow.python.saved_model.load_v1_in_v2_test",495
"Module tensorflow.python.autograph.impl.conversion",494
"Module contextlib",494
"Module fractions",494
"Module tensorflow.python.keras.preprocessing.image",493
"Module tensorflow.python.training.momentum_test",493
"Module tensorflow.tools.tensorflow_builder.config_detector.config_detector",493
"Module tensorflow.python.ops.special_math_ops",492
"Module tensorflow.python.feature_column.dense_features_test",492
"Module tensorflow.python.feature_column.dense_features_v2_test",492
"Module tensorflow.python.framework.config",492
"Module tensorflow.contrib.boosted_trees.python.kernel_tests.split_handler_ops_test",491
"Module tensorflow.python.grappler.auto_mixed_precision_test",489
"Module tensorflow.python.layers.base",489
"Module tensorflow.python.keras.layers.normalization_test",488
"Module tensorflow.python.kernel_tests.signal.fft_ops_test",488
"Module tensorflow.python.tools.saved_model_cli_test",488
"Module tensorflow.python.framework.config_test",486
"Module tensorflow.compiler.tests.pooling_ops_test",486
"Module traceback",485
"Module tensorflow.python.training.moving_averages",485
"Script base64",485
"Module pprint",485
"Module tensorflow.python.debug.wrappers.local_cli_wrapper",485
"Module tensorflow.python.keras.saving.saved_model.save",483
"Module tensorflow.contrib.timeseries.python.timeseries.state_space_models.periodic",483
"Module tensorflow.python.summary.writer.writer_test",483
"Module tensorflow.python.keras.distribute.keras_correctness_test_base",481
"Module tensorflow.python.keras.utils.generic_utils",480
"Module tensorflow.contrib.text.python.ops.skip_gram_ops_test",479
"Module ops.skip_gram_ops_test",479
"Module tensorflow.contrib.receptive_field.python.util.examples.rf_benchmark",478
"Module tensorflow.contrib.boosted_trees.lib.learner.batch.categorical_split_handler_test",478
"Module python.util.examples.rf_benchmark",478
"Module tensorflow.python.eager.def_function_test",477
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.affine_test",477
"Module distutils.command.build_ext",475
"Module tensorflow.python.autograph.operators.control_flow",475
"Module ragged.ragged_from_tensor_op_test",474
"Module selectors",474
"Module tensorflow.python.ops.ragged.ragged_from_tensor_op_test",474
"Module tensorflow.contrib.linear_optimizer.python.sdca_estimator",474
"Module tensorflow.contrib.factorization.python.ops.kmeans_test",474
"Module tensorflow.python.kernel_tests.cwise_ops_unary_test",474
"Module tensorflow.python.training.session_manager",473
"Module tensorflow.python.distribute.parameter_server_strategy",473
"Module tensorflow.python.distribute.mirrored_variable_test",472
"Module tensorflow.python.distribute.multi_worker_test_base",471
"Module tensorflow.contrib.slim.python.slim.learning",470
"Module tensorflow.python.training.checkpoint_management_test",470
"Script webbrowser",469
"Module tensorflow.python.ops.ragged.ragged_array_ops",468
"Module tensorflow.contrib.distributions.python.ops.distribution_util",468
"Module ragged.ragged_array_ops",468
"Module tensorflow.python.tpu.feature_column_v2",468
"Module tensorflow.python.distribute.collective_all_reduce_strategy_test",468
"Module tensorflow.contrib.constrained_optimization.python.swap_regret_optimizer",467
"Module tensorflow.python.data.ops.multi_device_iterator_ops",466
"Module tensorflow.compiler.tests.jit_test",466
"Module ragged.ragged_dispatch",465
"Module tensorflow.python.keras.keras_parameterized_test",465
"Module tensorflow.contrib.distributions.python.kernel_tests.distribution_util_test",465
"Module tensorflow.python.ops.ragged.ragged_dispatch",465
"Module tensorflow.contrib.distributions.python.kernel_tests.batch_reshape_test",464
"Module tensorflow.lite.testing.model_coverage.model_coverage_lib",464
"Module tensorflow.python.layers.core_test",464
"Module tensorflow.contrib.graph_editor.util",464
"Module layers.optimizers_test",463
"Module tensorflow.contrib.optimizer_v2.momentum_test",463
"Module tensorflow.contrib.layers.python.layers.optimizers_test",463
"Module tensorflow.python.training.warm_starting_util",462
"Module tensorflow.python.kernel_tests.fractional_avg_pool_op_test",461
"Module concurrent.futures.process",461
"Module tensorflow.python.kernel_tests.morphological_ops_test",460
"Module tensorflow.contrib.model_pruning.python.pruning",459
"Module tensorflow.python.keras.optimizer_v2.rmsprop_test",458
"Module ntpath",457
"Module tensorflow.contrib.distributions.python.ops.shape",456
"Module tensorflow.python.keras.layers.cudnn_recurrent",456
"Module tensorflow.python.data.experimental.kernel_tests.copy_to_device_test",455
"Module tensorflow.contrib.meta_graph_transform.meta_graph_transform_test",455
"Module tensorflow.contrib.feature_column.python.feature_column.sequence_feature_column",454
"Module tensorflow.python.debug.cli.command_parser",453
"Module dis",453
"Script third_party.mlir.utils.spirv.gen_spirv_dialect",452
"Module tensorflow.python.training.server_lib_test",452
"Module tensorflow.contrib.rnn.python.kernel_tests.gru_ops_test",452
"Module tensorflow.contrib.learn.python.learn.estimators.kmeans_test",452
"Module email.headerregistry",451
"Module tensorflow.contrib.image.python.ops.image_ops",450
"Module lib2to3.pgen2.tokenize",450
"Module tensorflow.contrib.quantize.python.quantize_test",450
"Module tensorflow.python.ops.ragged.ragged_tensor_shape_test",450
"Module ragged.ragged_tensor_shape_test",450
"Module tensorflow.contrib.eager.python.metrics_impl",449
"Module gzip",447
"Module tensorflow.python.client.session_clusterspec_prop_test",447
"Module tensorflow.python.framework.convert_to_constants",447
"Module tensorflow.python.keras.engine.training_v2",447
"Module tensorflow.contrib.training.python.training.training_test",447
"Module tensorflow.contrib.distribute.python.collective_all_reduce_strategy_test",446
"Module gettext",446
"Module tensorflow.python.keras.optimizer_v2.adam_test",446
"Module tensorflow.contrib.slim.python.slim.data.tfexample_decoder",443
"Module tensorflow.python.compiler.xla.xla",441
"Module tensorflow.python.framework.errors_impl",441
"Module tensorflow.python.keras.layers.local_test",441
"Module tensorflow.python.data.experimental.kernel_tests.serialization.dataset_serialization_test_base",440
"Module tensorflow.python.keras.engine.training_dataset_test",440
"Module tensorflow.python.keras.optimizer_v2.learning_rate_schedule_test",439
"Module tensorflow.python.kernel_tests.distributions.normal_test",438
"Module tensorflow.python.kernel_tests.substr_op_test",437
"Module tensorflow.python.training.sync_replicas_optimizer",437
"Module tensorflow.contrib.distributions.python.kernel_tests.transformed_distribution_test",435
"Module tensorflow.lite.experimental.examples.lstm.rnn_cell",435
"Module tensorflow.python.debug.cli.tensor_format",435
"Module email.header",435
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_vectorization_test",435
"Module tensorflow.python.kernel_tests.map_stage_op_test",434
"Module tensorflow.contrib.distributions.python.ops.quantized_distribution",433
"Module tensorflow.python.training.checkpoint_ops",433
"Module tensorflow.contrib.crf.python.ops.crf",432
"Module tensorflow.python.framework.graph_util_test",432
"Module tensorflow.contrib.opt.python.training.weight_decay_optimizers",431
"Module tensorflow.python.kernel_tests.pooling_ops_3d_test",431
"Module tensorflow.python.keras.optimizer_v2.adagrad_test",428
"Module tensorflow.python.keras.callbacks_v1_test",427
"Module parallel_for.math_test",427
"Module tensorflow.python.debug.lib.grpc_debug_server",427
"Module tensorflow.contrib.graph_editor.reroute",427
"Module tensorflow.python.ops.parallel_for.math_test",427
"Module tensorflow.python.data.experimental.kernel_tests.csv_dataset_test",426
"Module warnings",425
"Module tensorflow.python.training.server_lib",424
"Module tensorflow.python.keras.saving.saved_model_experimental_test",424
"Module tensorflow.python.data.ops.readers",424
"Module tensorflow.python.ops.image_grad_test",423
"Module tensorflow.contrib.quantize.python.quantize_graph_test",422
"Module email._parseaddr",422
"Module tensorflow.python.ops.io_ops",421
"Module tensorflow.python.framework.tensor_shape_test",420
"Module site",420
"Module tensorflow.python.layers.pooling",419
"Module tensorflow.python.kernel_tests.gather_op_test",419
"Module tensorflow.python.training.coordinator",419
"Module eval.python.classifier_metrics_test",418
"Module tensorflow.python.framework.type_spec",418
"Module tensorflow.python.module.module_test",418
"Module tensorflow.contrib.gan.python.eval.python.classifier_metrics_test",418
"Module tensorflow.python.kernel_tests.transpose_op_test",418
"Module tensorflow.python.kernel_tests.confusion_matrix_test",416
"Module tensorflow.lite.python.tflite_convert",416
"Module tensorflow.compiler.tests.variable_ops_test",415
"Module tensorflow.python.kernel_tests.distributions.student_t_test",415
"Module tensorflow.contrib.model_pruning.python.layers.core_layers",414
"Module tensorflow.python.ops.linalg.linear_operator_util",413
"Module tensorflow.python.distribute.cluster_resolver.tpu_cluster_resolver",413
"Module linalg.linear_operator_util",413
"Module tensorflow.python.distribute.distribute_lib_test",412
"Module tensorflow.python.training.rmsprop_test",412
"Module tensorflow.python.training.queue_runner_impl",412
"Module tensorflow.python.profiler.option_builder",411
"Module tensorflow.python.ops.init_ops_v2_test",411
"Module tensorflow.python.ops.linalg_grad",411
"Module tensorflow.python.autograph.converters.control_flow",410
"Module tensorflow.contrib.timeseries.python.timeseries.head",410
"Module tensorflow.contrib.eager.python.examples.revnet.blocks",409
"Module tensorflow.python.autograph.pyct.transformer",409
"Module tracemalloc",409
"Module tensorflow.python.keras.utils.conv_utils",409
"Module tensorflow.python.data.experimental.ops.grouping",408
"Module tensorflow.contrib.opt.python.training.elastic_average_optimizer",408
"Module tensorflow.python.ops.rnn_cell_wrapper_impl",408
"Module tensorflow.contrib.layers.python.layers.target_column",407
"Module tensorflow.contrib.factorization.python.ops.wals_test",407
"Module tensorflow.python.distribute.minimize_loss_test",407
"Module layers.target_column",407
"Module tensorflow.python.kernel_tests.constant_op_eager_test",405
"Module metric_learning.metric_loss_ops_test",405
"Module tensorflow.contrib.losses.python.metric_learning.metric_loss_ops_test",405
"Module tensorflow.python.debug.lib.grpc_debug_test_server",405
"Module tensorflow.python.autograph.pyct.common_transformers.anf",405
"Module tensorflow.python.data.experimental.kernel_tests.rebatch_dataset_test",404
"Module tensorflow.python.saved_model.load",404
"Module tensorflow.python.tools.freeze_graph",403
"Module tensorflow.contrib.factorization.python.ops.gmm_ops",403
"Module tensorflow.python.eager.wrap_function_test",403
"Module tensorflow.python.training.learning_rate_decay_test",402
"Module tensorflow.contrib.timeseries.python.timeseries.head_test",402
"Module tensorflow.python.eager.tensor_test",402
"Module tensorflow.python.kernel_tests.proto.proto_op_test_base",402
"Module tensorflow.python.autograph.pyct.inspect_utils_test",401
"Module tensorflow.python.util.protobuf.compare_test",401
"Module tensorflow.python.keras.engine.sequential_test",401
"Module tensorflow.python.framework.importer",401
"Module tensorflow.python.debug.cli.command_parser_test",401
"Module ctypes.__init__",400
"Module tensorflow.python.distribute.collective_all_reduce_strategy",399
"Module tensorflow.contrib.seq2seq.python.ops.decoder",399
"Module tensorflow.python.keras.layers.dense_attention",399
"Module ops.decoder",399
"Module tensorflow.python.keras.layers.cudnn_recurrent_test",399
"Module heapq",398
"Module tensorflow.python.saved_model.save_test",398
"Module unittest.loader",398
"Module tensorflow.python.training.checkpoint_utils",397
"Module tensorflow.python.ops.string_ops",397
"Module tensorflow.contrib.factorization.python.ops.kmeans",395
