"m","n"
"Module tensorflow.python.eager.polymorphic_function.atomic_function",543
"Module tensorflow.python.kernel_tests.template_test",540
"Module tensorflow.python.keras.saving.saved_model.save_impl",538
"Module tensorflow.python.ops.io_ops",536
"Module python.tests.batchparallel_spmd_test",534
"Module tensorflow.python.keras.distribute.distribute_coordinator_utils",534
"Module tensorflow.python.kernel_tests.nn_ops.relu_op_test",534
"Module tensorflow.dtensor.python.tests.batchparallel_spmd_test",534
"Module encodings.aliases",533
"Module signal.fft_ops",532
"Module tensorflow.python.ops.signal.fft_ops",532
"Module tensorflow.python.ops.parallel_for.gradients_test",532
"Module parallel_for.gradients_test",532
"Module tensorflow.python.ops.collective_ops",531
"Module tensorflow.python.ops.numpy_ops.np_utils",531
"Module numpy_ops.np_utils",531
"Module tensorflow.python.compiler.xla.experimental.xla_sharding",529
"Module tensorflow.compiler.mlir.tfr.python.tfr_gen_test",528
"Module tensorflow.python.distribute.cluster_resolver.cluster_resolver",527
"Module tensorflow.python.ops.map_fn",525
"Module tensorflow.compiler.tf2xla.python.xla",525
"Module tensorflow.python.distribute.parameter_server_strategy",525
"Module tensorflow.python.data.experimental.kernel_tests.csv_dataset_test",525
"Module python.tests.rng_test",522
"Module tensorflow.dtensor.python.tests.rng_test",522
"Module tensorflow.dtensor.python.tests.input_util_test",521
"Module python.tests.input_util_test",521
"Module tensorflow.python.keras.engine.training_arrays_v1",521
"Module tensorflow.python.keras.engine.base_preprocessing_layer",520
"Module tensorflow.python.framework.sparse_tensor",518
"Module tensorflow.python.keras.activations",517
"Module tensorflow.tools.compatibility.ast_edits_test",517
"Module SocketServer",516
"Module tensorflow.python.tpu.tests.tpu_embedding_base_test",516
"Module tensorflow.python.distribute.mirrored_variable_test",516
"Module socketserver",516
"Module ragged.ragged_tensor_shape",515
"Module tensorflow.python.ops.ragged.ragged_tensor_shape",515
"Module tests.depthwise_conv_op_test",514
"Module tensorflow.python.tpu.ops.tpu_ops",514
"Module tensorflow.compiler.tests.depthwise_conv_op_test",514
"Module tensorflow.compiler.tests.pooling_ops_test",513
"Module tests.pooling_ops_test",513
"Module tensorflow.python.kernel_tests.nn_ops.morphological_ops_test",513
"Module tensorflow.python.kernel_tests.variables.partitioned_variables_test",512
"Module random",512
"Module tensorflow.dtensor.python.tests.layout_test",511
"Module sysconfig",511
"Module python.tests.layout_test",511
"Module ragged.ragged_getitem_test",510
"Module tensorflow.python.ops.ragged.ragged_getitem_test",510
"Module tensorflow.python.distribute.strategy_gather_test",510
"Module tensorflow.python.data.kernel_tests.checkpoint_test",509
"Module tensorflow.python.ops.bincount_ops_test",508
"Module tensorflow.python.ops.ragged.ragged_bincount_ops_test",507
"Module ragged.ragged_bincount_ops_test",507
"Module pkgutil",506
"Module tensorflow.python.kernel_tests.strings_ops.substr_op_test",506
"Module tensorflow.python.tpu.tpu_embedding_for_serving",506
"Module mimetypes",505
"Module tensorflow.python.training.session_manager",505
"Module tensorflow.python.distribute.parallel_device.parallel_device_test",505
"Module concurrent.futures._base",504
"Module tensorflow.python.ops.structured.structured_array_ops",504
"Module structured.structured_array_ops",504
"Module ragged.ragged_batch_gather_op_test",503
"Module tensorflow.python.ops.ragged.ragged_batch_gather_op_test",503
"Module tensorflow.python.distribute.multi_process_runner_test",503
"Module tensorflow.python.distribute.coordinator.fault_tolerance_test_base",502
"Module tensorflow.python.eager.polymorphic_function.function_spec_test",502
"Module tensorflow.python.eager.tensor_test",502
"Module tensorflow.python.ops.ragged.ragged_tensor_supported_values_test",501
"Module ragged.ragged_tensor_supported_values_test",501
"Module tensorflow.python.ops.image_grad_test_base",500
"Module tensorflow.python.eager.remote_cluster_test",500
"Module tensorflow.python.autograph.pyct.static_analysis.activity",499
"Module tensorflow.python.keras.mixed_precision.policy",499
"Module tensorflow.core.function.capture.free_vars_detect_test",499
"Module tensorflow.python.ops.batch_ops_test",498
"Module tensorflow.python.data.experimental.kernel_tests.service.auto_shard_test",497
"Module weakref",497
"Module tensorflow.python.saved_model.function_deserialization",497
"Module distributions.transformed_distribution",495
"Module tensorflow.python.ops.distributions.transformed_distribution",495
"Module fractions",494
"Module contextlib",494
"Module tensorflow.python.training.server_lib_test",491
"Module tensorflow.tools.tensorflow_builder.config_detector.config_detector",490
"Module tensorflow.python.lib.io.tf_record_test",490
"Module tensorflow.python.data.kernel_tests.batch_test",490
"Module tensorflow.python.keras.legacy_tf_layers.base",490
"Module tensorflow.python.training.server_lib",490
"Module parallel_for.control_flow_ops",489
"Module tensorflow.python.ops.parallel_for.control_flow_ops",489
"Module python.api",488
"Module tensorflow.python.ops.weak_tensor_ops",488
"Module tensorflow.dtensor.python.api",488
"Module tensorflow.python.distribute.experimental.multi_worker_mirrored_strategy_test",487
"Module tensorflow.python.distribute.distributed_table_test",487
"Module tensorflow.python.distribute.distributed_variable_test",486
"Module tensorflow.python.training.checkpoint_utils",486
"Script base64",485
"Module tensorflow.tools.compatibility.all_renames_v2",485
"Module traceback",485
"Module pprint",485
"Module tensorflow.python.ops.while_loop",483
"Module tensorflow.python.ops.candidate_sampling_ops",483
"Module tensorflow.python.framework.tensor_shape_test",482
"Module tensorflow.python.checkpoint.functional_saver",482
"Module tensorflow.python.training.momentum_test",481
"Module python.input_util",480
"Module tensorflow.dtensor.python.input_util",480
"Module tensorflow.python.distribute.distribute_lib_test",479
"Module tensorflow.python.debug.wrappers.local_cli_wrapper",478
"Module tensorflow.core.function.trace_type.trace_type_test",477
"Module trace_type.trace_type_test",477
"Module tensorflow.python.framework.auto_control_deps",476
"Module tensorflow.python.ops.init_ops_v2_test",475
"Module selectors",474
"Module tensorflow.python.kernel_tests.data_structures.map_stage_op_test",474
"Module tensorflow.python.ops.collective_ops_test",473
"Module tensorflow.python.distribute.combinations",472
"Module tensorflow.python.ops.weak_tensor_special_math_ops_test",470
"Module tests.variable_ops_test",469
"Module tensorflow.compiler.tests.variable_ops_test",469
"Module tensorflow.lite.python.metrics.metrics_nonportable_test",469
"Script webbrowser",469
"Module tensorflow.python.training.warm_starting_util",468
"Module tensorflow.python.data.experimental.kernel_tests.sql_dataset_test",468
"Module tests.special_math_test",466
"Module tensorflow.compiler.tests.special_math_test",466
"Module tensorflow.python.framework.flexible_dtypes",466
"Module tensorflow.compiler.tests.jit_test",465
"Module tests.jit_test",465
"Module tensorflow.python.distribute.tpu_values",464
"Module tensorflow.compiler.mlir.quantization.stablehlo.python.integration_test.quantize_model_test_base",464
"Module tensorflow.python.ops.ragged.ragged_cross_op_test",463
"Module ragged.ragged_cross_op_test",463
"Module tensorflow.python.saved_model.nested_structure_coder_test",462
"Module concurrent.futures.process",461
"Module tensorflow.python.types.distribute",460
"Module tensorflow.lite.tools.optimize.debugging.python.debugger",460
"Module tensorflow.lite.python.interpreter_test",459
"Module ntpath",457
"Module tensorflow.python.keras.layers.dense_attention",455
"Module tensorflow.python.tools.freeze_graph",455
"Module tensorflow.python.data.experimental.kernel_tests.copy_to_device_test",453
"Module tensorflow.python.framework.errors_impl",453
"Module dis",453
"Module linalg.linear_operator_util",452
"Module tensorflow.python.ops.linalg.linear_operator_util",452
"Module tensorflow.lite.python.tflite_convert_test",451
"Module email.headerregistry",451
"Module ragged.ragged_tensor_shape_test",450
"Module lib2to3.pgen2.tokenize",450
"Module tensorflow.python.data.kernel_tests.flat_map_test",450
"Module tensorflow.python.ops.ragged.ragged_tensor_shape_test",450
"Module tensorflow.python.debug.cli.command_parser",450
"Module tensorflow.python.training.moving_averages_test",450
"Module tensorflow.python.feature_column.sequence_feature_column",449
"Module third_party.gpus.find_cuda_config",449
"Module third_party.tsl.third_party.gpus.find_cuda_config",449
"Module tensorflow.python.data.util.nest_test",449
"Module third_party.xla.third_party.tsl.third_party.gpus.find_cuda_config",449
"Module third_party.gpus.find_cuda_config",449
"Module gzip",447
"Module tensorflow.python.autograph.pyct.static_analysis.type_inference",447
"Module tensorflow.python.ops.ragged.ragged_split_op_test",447
"Module ragged.ragged_split_op_test",447
"Module tensorflow.python.data.ops.multi_device_iterator_ops",446
"Module tensorflow.python.compiler.xla.xla",446
"Module gettext",446
"Module tensorflow.python.kernel_tests.math_ops.transpose_op_test",446
"Module tensorflow.python.tpu.device_assignment",445
"Module tensorflow.python.autograph.pyct.common_transformers.anf",444
"Module tensorflow.python.kernel_tests.random.stateless_random_ops_test",442
"Module tensorflow.python.client.session_clusterspec_prop_test",442
"Script tensorflow.lite.tools.visualize",442
"Module tensorflow.python.training.training_ops_test",441
"Module tensorflow.python.data.kernel_tests.zip_test",441
"Module tensorflow.python.util.protobuf.compare_test",440
"Module tensorflow.python.ops.gradients_impl",440
"Module tensorflow.python.kernel_tests.linalg.linear_operator_block_diag_test",440
"Module tensorflow.python.data.experimental.kernel_tests.service.distributed_save_ft_test",439
"Module tensorflow.python.saved_model.loader_impl",437
"Module tensorflow.python.tools.saved_model_aot_compile",437
"Module tensorflow.python.module.module_test",437
"Module tensorflow.python.tools.api.generator2.generator.generator_test",436
"Module tensorflow.python.autograph.pyct.inspect_utils_test",436
"Module python.layout",436
"Module tensorflow.dtensor.python.layout",436
"Module tensorflow.python.keras.utils.conv_utils",436
"Module tensorflow.python.distribute.experimental.rpc.rpc_ops",436
"Module tensorflow.python.eager.polymorphic_function.function_type_utils",435
"Module email.header",435
"Module tensorflow.python.kernel_tests.distributions.normal_test",435
"Module tensorflow.python.eager.monitoring",433
"Module tensorflow.python.debug.cli.tensor_format",431
"Module tensorflow.python.framework.python_api_parameter_converter_test",430
"Module tensorflow.python.training.checkpoint_ops",430
"Module tensorflow.python.distribute.tpu_strategy_model_parallelism_test",427
"Module tensorflow.python.keras.engine.sequential",427
"Module warnings",425
"Module tensorflow.python.autograph.pyct.transpiler",424
"Module tensorflow.python.autograph.pyct.transformer",424
"Module tensorflow.python.debug.lib.grpc_debug_server",424
"Module third_party.xla.xla.experiments.triton_autotuning.matmul_lib",424
"Module triton_autotuning.matmul_lib",424
"Module matmul_lib",424
"Module tensorflow.python.framework.importer",423
"Module tensorflow.python.distribute.integration_test.saved_model_test",423
"Module tensorflow.dtensor.python.tests.multi_client_input_util_test",422
"Module tensorflow.python.data.experimental.kernel_tests.service.distributed_save_load_test",422
"Module email._parseaddr",422
"Module python.tests.multi_client_input_util_test",422
"Module tensorflow.python.training.sync_replicas_optimizer",421
"Module tensorflow.python.framework.tensor_test",421
"Script third_party.xla.build_tools.configure.configure",420
"Module tensorflow.python.kernel_tests.linalg.linear_operator_identity_test",420
"Module site",420
"Module tensorflow.python.training.coordinator",419
"Module tensorflow.python.eager.wrap_function_test",419
"Module tensorflow.python.data.experimental.service.server_lib",419
"Module tensorflow.python.training.queue_runner_impl",417
"Module tensorflow.python.framework.graph_util_test",415
"Module tensorflow.python.kernel_tests.array_ops.constant_op_eager_test",415
"Module tensorflow.python.kernel_tests.random.parameterized_truncated_normal_op_test",415
"Module tensorflow.python.keras.engine.keras_tensor",415
"Module tensorflow.python.keras.utils.tf_utils",414
"Module tensorflow.python.tpu.tensor_tracer_flags",413
"Module tensorflow.python.keras.optimizer_v2.adam",413
"Module tensorflow.python.keras.layers.legacy_rnn.rnn_cell_wrapper_impl",412
"Module tensorflow.python.kernel_tests.distributions.student_t_test",412
"Module tensorflow.python.framework.device_spec",411
"Module tensorflow.python.debug.lib.debug_events_monitors_test",411
"Module tensorflow.python.kernel_tests.math_ops.clip_ops_test",411
"Module tensorflow.python.kernel_tests.proto.proto_op_test_base",410
"Module tracemalloc",409
"Module tensorflow.python.training.rmsprop_test",409
"Module tensorflow.python.distribute.failure_handling.failure_handler_test",409
"Module tensorflow.python.data.kernel_tests.from_tensor_slices_test",409
"Module tensorflow.python.keras.legacy_tf_layers.pooling",409
"Module tensorflow.python.data.experimental.kernel_tests.map_and_batch_test",408
"Module tensorflow.python.profiler.option_builder",408
"Module tensorflow.python.autograph.tests.loop_basic_test",407
"Module tensorflow.python.distribute.failure_handling.gce_failure_handler_test",407
"Module tensorflow.python.kernel_tests.io_ops.checkpoint_ops_test",406
"Module tensorflow.python.keras.keras_parameterized",406
"Module tensorflow.python.ops.linalg.linear_operator_kronecker",406
"Module linalg.linear_operator_kronecker",406
