"m","n"
"Module tensorflow.python.platform.gfile",56
"Module tensorflow.lite.micro.tools.make.fix_arduino_subfolders",55
"Module tensorflow.python.training.quantize_training_test",55
"Module tensorflow.python.keras.engine.base_preprocessing_layer_v1",55
"Module tensorflow.tools.docs.py_guide_parser_test",55
"Module tensorflow.python.eager.imperative_grad",55
"Module tensorflow.python.data.experimental.kernel_tests.serialization.batch_dataset_serialization_test",55
"Module tensorflow.python.distribute.saved_model_mixed_api_test",55
"Module tensorflow.python.util.object_identity_test",55
"Module tensorflow.python.distribute.numpy_dataset",55
"Module tensorflow.python.autograph.operators.exceptions_test",55
"Module tensorflow.python.autograph.operators.special_values",55
"Module tensorflow.compiler.tests.svd_op_test",55
"Module tensorflow.python.autograph.operators.logical",55
"Module tensorflow.python.compiler.tensorrt.test.int32_test",54
"Module tensorflow.lite.tutorials.mnist_tflite",54
"Module tensorflow.python.ops.collective_ops_benchmark",54
"Module tensorflow.python.autograph.pyct.loader",54
"Module tensorflow.python.autograph.operators.logical_test",54
"Module tensorflow.python.client.session_list_devices_test",54
"Module tensorflow.python.platform.sysconfig",54
"Module tensorflow.python.ops.clip_ops_test",54
"Module tensorflow.python.autograph.utils.misc_test",54
"Module tensorflow.python.kernel_tests.cudnn_deterministic_base",54
"Module tensorflow.lite.testing.op_tests.conv2d_transpose",54
"Module ctypes.macholib.dylib",53
"Module tensorflow.lite.testing.op_tests.nearest_upsample",53
"Module tensorflow.compiler.tests.nullary_ops_test",53
"Module tensorflow.python.data.experimental.kernel_tests.unique_test",53
"Module tensorflow.python.autograph.converters.slices",53
"Module tensorflow.compiler.tests.matrix_inverse_op_test",53
"Module tensorflow.python.kernel_tests.softsign_op_test",53
"Module tensorflow.compiler.tests.matrix_solve_op_test",53
"Module distutils.log",53
"Module tensorflow.python.kernel_tests.bucketize_op_test",53
"Module tensorflow.lite.examples.experimental_new_converter.stack_trace_example",53
"Module tensorflow.lite.testing.op_tests.prelu",53
"Module tensorflow.lite.micro.examples.magic_wand.train.data_split",52
"Module tensorflow.python.compiler.tensorrt.test.batch_matmul_test",52
"Module tensorflow.python.keras.layers.noise_test",52
"Module tensorflow.python.data.experimental.kernel_tests.sleep_test",52
"Module third_party.llvm.expand_cmake_vars",52
"Module data_split",52
"Module unittest.signals",52
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.common",52
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.common_v1",52
"Module tensorflow.python.compiler.tensorrt.test.lru_cache_test",52
"Module tensorflow.compiler.tests.bucketize_op_test",52
"Module tensorflow.python.debug.cli.offline_analyzer",51
"Module tensorflow.python.compiler.tensorrt.test.rank_two_test",51
"Module tensorflow.python.compiler.tensorrt.test.concatenation_test",51
"Module tensorflow.python.distribute.multi_worker_continuous_run_test",51
"Module tensorflow.python.ops.tensor_array_ops_test",51
"Module tensorflow.lite.testing.op_tests.gather_nd",51
"Module tensorflow.lite.micro.examples.magic_wand.train.data_split_test",51
"Module tensorflow.python.tools.api.generator.doc_srcs_test",51
"Module tensorflow.python.data.experimental.kernel_tests.serialization.interleave_dataset_serialization_test",51
"Module tensorflow.python.framework.graph_io",51
"Module tensorflow.lite.testing.op_tests.logic",51
"Module tensorflow.python.kernel_tests.in_topk_op_test",51
"Module tensorflow.lite.micro.examples.magic_wand.train.train_test",50
"Module tensorflow.python.data.experimental.ops.get_single_element",50
"Module tensorflow.python.eager.context_test",50
"Module tensorflow.python.framework.tf2_test",50
"Module tensorflow.python.saved_model.main_op_impl",50
"Module tensorflow.python.data.kernel_tests.prefetch_test",50
"Module tensorflow.lite.testing.op_tests.elementwise",50
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.structured_input",49
"Module tensorflow.python.ops.ragged.ragged_placeholder_op_test",49
"Module tensorflow.python.keras.layers.subclassed_layers_test",49
"Module tensorflow.lite.testing.op_tests.maximum",49
"Module tensorflow.python.keras.distribute.multi_worker_testing_utils",49
"Module tensorflow.python.kernel_tests.tensor_priority_test",49
"Module tensorflow.python.autograph.converters.logical_expressions_test",49
"Module tensorflow.python.tpu.bfloat16",49
"Module tensorflow.python.kernel_tests.save_restore_ops_test",49
"Module tensorflow.tools.graph_transforms.python.transform_graph_test",49
"Module tensorflow.python.keras.utils.np_utils",49
"Module ragged.ragged_placeholder_op_test",49
"Module tensorflow.lite.testing.op_tests.minimum",49
"Module tensorflow.python.keras.saving.saved_model.save",49
"Module tensorflow.python.compiler.tensorrt.test.vgg_block_nchw_test",49
"Module tensorflow.python.eager.forwardprop_util",49
"Module tensorflow.python.compiler.tensorrt.test.multi_connection_neighbor_engine_test",49
"Module tensorflow.python.data.experimental.kernel_tests.serialization.csv_dataset_serialization_test",48
"Module tensorflow.lite.micro.examples.magic_wand.train.data_prepare_test",48
"Module tensorflow.python.ops.losses.loss_reduction",48
"Module tensorflow.lite.testing.op_tests.resize_bilinear",48
"Module tensorflow.lite.testing.op_tests.resize_nearest_neighbor",48
"Module tensorflow.python.util.serialization_test",48
"Module urllib.response",48
"Module lib2to3.pgen2.literals",48
"Module tensorflow.python.kernel_tests.identity_n_op_py_test",48
"Module tensorflow.python.eager.remote_cloud_tpu_test",48
"Module tensorflow.python.client.events_writer_test",48
"Module tensorflow.python.framework.combinations",48
"Module losses.loss_reduction",48
"Module tensorflow.python.autograph.pyct.anno_test",47
"Module email.__init__",47
"Module tensorflow.python.autograph.converters.slices_test",47
"Module tensorflow.python.summary.summary_iterator",47
"Module tensorflow.lite.testing.op_tests.add_n",47
"Module tensorflow.python.summary.plugin_asset_test",47
"Module tensorflow.python.data.experimental.benchmarks.map_defun_benchmark",47
"Module tensorflow.python.debug.cli.ui_factory",47
"Module tensorflow.python.data.kernel_tests.repeat_test",47
"Module tensorflow.python.kernel_tests.decode_compressed_op_test",47
"Module tensorflow.lite.testing.op_tests.hardswish",47
"Module tensorflow.lite.testing.op_tests.reverse_sequence",47
"Module tensorflow.python.ops.linalg_ops_impl",47
"Module tensorflow.python.kernel_tests.random.random_crop_test",47
"Module tensorflow.python.data.experimental.kernel_tests.serialization.filter_dataset_serialization_test",46
"Module tensorflow.python.data.benchmarks.batch_benchmark",46
"Module tensorflow.python.keras.utils.vis_utils_test",46
"Module tensorflow.python.ops.signal.util_ops",46
"Module tensorflow.python.data.experimental.ops.map_defun",46
"Module tensorflow.python.kernel_tests.compare_and_bitpack_op_test",46
"Module distributions.identity_bijector",46
"Module tensorflow.python.ops.distributions.identity_bijector",46
"Module curses.__init__",46
"Module tensorflow.python.ops.random_grad",46
"Module tensorflow.python.data.experimental.ops.stats_options",46
"Module tensorflow.tools.compatibility.module_deprecations_v2",45
"Module tensorflow.lite.python.lite_constants",45
"Module tensorflow.python.distribute.step_fn_test",45
"Module tensorflow.lite.testing.op_tests.fused_batch_norm",45
"Module tensorflow.python.data.experimental.ops.take_while_ops",45
"Module tensorflow.python.compiler.tensorrt.test.memory_alignment_test",45
"Module tensorflow.python.ops.ragged.ragged_operators",45
"Module tensorflow.python.kernel_tests.logging_ops_logging_level_test",45
"Module tensorflow.python.ops.array_ops_test",45
"Module tensorflow.python.training.basic_loops",45
"Module tensorflow.lite.testing.op_tests.identity",45
"Module tensorflow.python.layers.layers",45
"Module ragged.ragged_operators",45
"Module tensorflow.python.keras.distribute.multi_worker_training_state_test",44
"Module tensorflow.python.data.experimental.kernel_tests.assert_next_test",44
"Module data_augmentation",44
"Module tensorflow.python.grappler.tf_optimizer",44
"Module tensorflow.python.autograph.core.naming_test",44
"Module tensorflow.python.kernel_tests.string_bytes_split_op_test",44
"Module tensorflow.tools.compatibility.tf_upgrade_v2_safety",44
"Module multiprocessing.dummy.connection",44
"Module tensorflow.compiler.tests.test_utils",44
"Module tensorflow.python.data.experimental.ops.counter",44
"Module tensorflow.python.keras.layers.normalization_v2",44
"Module tensorflow.lite.testing.op_tests.unfused_gru",44
"Module tensorflow.python.compiler.tensorrt.test.topk_test",44
"Module tensorflow.lite.micro.examples.magic_wand.train.data_augmentation",44
"Module tensorflow.lite.testing.op_tests.constant",44
"Module tensorflow.python.data.experimental.kernel_tests.serialization.auto_shard_dataset_serialization_test",43
"Module tensorflow.python.saved_model.save_options",43
"Module sqlite3.dbapi2",43
"Module tensorflow.compiler.tests.reverse_ops_test",43
"Module tensorflow.python.data.util.convert",43
"Module tensorflow.python.data.experimental.ops.error_ops",43
"Module tensorflow.python.distribute.remote_mirrored_strategy_eager_test",43
"Module tensorflow.python.data.experimental.kernel_tests.serialization.matching_files_dataset_serialization_test",43
"Module nturl2path",43
"Module tensorflow.python.data.experimental.kernel_tests.wrap_unwrap_test",43
"Module tensorflow.python.data.experimental.ops.unique",42
"Module tensorflow.python.keras.datasets.cifar100",42
"Module tensorflow.lite.testing.op_tests.expand_dims",42
"Module ctypes._endian",42
"Module tensorflow.python.tpu.profiler.pip_package.setup",42
"Module ragged.ragged_segment_ids_to_row_splits_op_test",42
"Module tensorflow.python.ops.ragged.ragged_segment_ids_to_row_splits_op_test",42
"Module tensorflow.python.kernel_tests.conv3d_backprop_filter_v2_grad_test",42
"Module email.encoders",42
"Module tensorflow.python.grappler.model_analyzer_test",42
"Script compat_template.__init__.py",42
"Module tensorflow.compiler.tests.manip_ops_test",42
"Module tensorflow.python.keras.engine.base_layer_utils_test",42
"Module tensorflow.python.eager.executor",42
"Module tensorflow.lite.testing.op_tests.tile",42
"Module tensorflow.python.training.server_lib_same_variables_clear_container_test",42
"Module tensorflow.lite.testing.op_tests.eye",42
"Module io",42
"Module tensorflow.python.autograph.__init__",41
"Module tensorflow.python.autograph.utils.misc",41
"Module tensorflow.python.compiler.tensorrt.test.neighboring_engine_test",41
"Module tensorflow.python.data.experimental.benchmarks.rejection_resample_benchmark",41
"Module tensorflow.lite.testing.op_tests.less",41
"Module tensorflow.lite.testing.op_tests.not_equal",41
"Module tensorflow.python.distribute.cluster_resolver.brain_jobs_cluster_resolver_test",41
"Module tensorflow.lite.testing.op_tests.less_equal",41
"Module tensorflow.lite.testing.op_tests.greater",41
"Module tensorflow.lite.testing.op_tests.l2norm",41
"Module tensorflow.lite.testing.op_tests.greater_equal",41
"Module tensorflow.python.keras.datasets.fashion_mnist",41
"Module tensorflow.python.kernel_tests.summary_v1_audio_op_test",41
"Module tensorflow.python.keras.datasets.cifar10",41
"Module tensorflow.lite.testing.op_tests.arg_min_max",41
"Module tensorflow.lite.testing.op_tests.equal",41
"Module tensorflow.python.kernel_tests.division_future_test",41
"Module tensorflow.python.eager.core",41
"Module tensorflow.python.debug.cli.cli_test_utils",40
"Module data_split_person",40
"Module tensorflow.lite.testing.op_tests.global_batch_norm",40
"Module tensorflow.tools.api.tests.module_test",40
"Module tensorflow.python.compiler.tensorrt.test.vgg_block_test",40
"Module tensorflow.lite.testing.op_tests.unique",40
"Module tensorflow.python.autograph.converters.arg_defaults",40
"Module tensorflow.python.ops.linalg.registrations_util",40
"Module tensorflow.python.eager.memory_tests.memory_test_util",40
"Module linalg.registrations_util",40
"Module tensorflow.python.keras.datasets.boston_housing",40
"Module tensorflow.lite.micro.examples.magic_wand.train.data_split_person",40
"Module tensorflow.python.kernel_tests.division_past_test",40
"Module tensorflow.python.data.benchmarks.map_benchmark",40
"Module tensorflow.python.data.experimental.kernel_tests.serialization.padded_batch_dataset_serialization_test",39
"Module tensorflow.python.distribute.shared_variable_creator_test",39
"Module tensorflow.python.platform.stacktrace_handler_test",39
"Module tensorflow.python.compiler.tensorrt.test.binary_tensor_weight_broadcast_test",39
"Module tensorflow.lite.testing.op_tests.where",39
"Module tensorflow.python.autograph.converters.list_comprehensions",39
"Module tensorflow.tools.common.traverse_test",39
"Module tensorflow.lite.testing.op_tests.topk",39
"Module tensorflow.python.data.experimental.kernel_tests.optimization.latency_all_edges_test",39
"Module tensorflow.python.compiler.tensorrt.test.const_broadcast_test",39
"Module tensorflow.python.autograph.core.ag_ctx",39
"Module tensorflow.python.kernel_tests.string_length_op_test",39
"Module tensorflow.python.eager.profiler_test",39
"Module tensorflow.python.util.tf_stack_test",39
"Module tensorflow.python.framework.framework_lib",39
"Module urllib.error",39
"Module tensorflow.lite.testing.op_tests.embedding_lookup",38
"Module tensorflow.python.pywrap_tensorflow",38
"Module tensorflow.python.data.experimental.ops.enumerate_ops",38
"Module tensorflow.lite.testing.op_tests.fill",38
"Module tensorflow.python.distribute.strategy_combinations_test",38
"Module tensorflow.examples.saved_model.integration_tests.use_model_in_sequential_keras",38
"Module tensorflow.python.util.serialization",38
"Module tensorflow.lite.testing.op_tests.control_dep",38
"Module tensorflow.python.tpu.client.pip_package.setup",38
"Module tensorflow.python.autograph.core.config",38
"Module tkinter.dialog",38
"Module tensorflow.python.autograph.utils.tensors_test",38
"Module tensorflow.python.framework.constant_op_test",38
"Module tensorflow.python.data.util.random_seed",38
"Module tensorflow.lite.micro.examples.micro_speech.CMSIS.create_constants",38
"Module tensorflow.python.debug.lib.common_test",38
"Module tensorflow.python.grappler.constant_folding_test",38
"Module concurrent.futures.__init__",38
"Module tensorflow.tools.common.public_api_test",38
"Module ragged.ragged_tensor_bounding_shape_op_test",37
"Module tensorflow.python.autograph.operators.slices_test",37
"Module tensorflow.examples.saved_model.integration_tests.use_text_embedding_in_dataset",37
"Module tensorflow.lite.testing.op_tests.softmax",37
"Module tensorflow.lite.testing.op_tests.space_to_depth",37
"Module tensorflow.python.tools.print_selective_registration_header",37
"Module tensorflow.python.ops.ragged.ragged_tensor_bounding_shape_op_test",37
"Module tensorflow.examples.speech_commands.label_wav_test",37
"Module tensorflow.examples.saved_model.integration_tests.integration_scripts",37
"Module tensorflow.python.platform.self_check",37
"Module tensorflow.examples.saved_model.integration_tests.distribution_strategy_utils",37
"Module tensorflow.compiler.xla.service.algebraic_simplifier_proof_distributive_property",37
"Module tensorflow.python.training.saving.saveable_hook",37
"Module tensorflow.python.summary.writer.writer_cache",37
"Module tensorflow.python.data.experimental.kernel_tests.optimization.shuffle_and_repeat_fusion_test",37
"Module tensorflow.python.autograph.pyct.gast_util",36
"Module tensorflow.python.framework.random_seed_test",36
"Module tensorflow.python.saved_model.model_utils.mode_keys_test",36
"Module tensorflow.python.kernel_tests.control_flow_util_v2_test",36
"Module tensorflow.examples.adding_an_op.zero_out_2_test",36
"Module tensorflow.lite.testing.op_tests.shape",36
"Module tensorflow.python.distribute.distributed_file_utils",36
"Module tensorflow.python.profiler.internal.print_model_analysis_test",36
"Module tensorflow.python.keras.engine.input_spec_test",36
"Module tensorflow.python.autograph.core.function_wrappers_test",36
"Module tensorflow.python.keras.utils.version_utils",36
"Module tensorflow.python.ops.raw_ops_test",36
"Module tensorflow.python.ops.variable_spec_test",36
"Module tensorflow.compiler.mlir.lite.tests.debuginfo.saved_model_error",36
"Module model_utils.mode_keys_test",36
"Module tensorflow.python.util.lock_util_test",35
"Module tensorflow.python.autograph.pyct.pretty_printer_test",35
"Module tensorflow.python.eager.eager_util",35
"Module tensorflow.python.ops.rnn_grad",35
"Module tensorflow.lite.testing.op_tests.matrix_set_diag",35
"Module tensorflow.compiler.tests.self_adjoint_eig_op_test",35
"Module tensorflow.python.kernel_tests.denormal_test",35
"Module tensorflow.lite.testing.op_tests.unpack",35
"Module tensorflow.lite.testing.op_tests.split",35
"Module email.mime.image",35
"Module tensorflow.python.autograph.pyct.static_analysis.activity_py3_test",34
"Module tensorflow.lite.testing.op_tests.squeeze_transpose",34
"Module tensorflow.python.keras.datasets.mnist",34
"Module tensorflow.python.data.experimental.kernel_tests.serialization.textline_dataset_serialization_test",34
"Module tensorflow.python.framework.c_api_util_test",34
"Module tensorflow.python.kernel_tests.garbage_collection_test",34
"Module linalg.linalg",34
"Module tensorflow.python.ops.linalg.linalg",34
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.structured_output",34
"Module tensorflow.python.compiler.tensorrt.trt_convert_windows",34
"Module tensorflow.python.data.experimental.kernel_tests.non_serializable_test",34
"Module tensorflow.lite.testing.op_tests.local_response_norm",34
"Module tensorflow.lite.testing.op_tests.rfft2d",34
"Module tensorflow.python.lib.io.tf_record_multiprocessing_test",34
"Module tensorflow.lite.testing.op_tests.cos",33
"Module tensorflow.python.training.saver_large_partitioned_variable_test",33
"Module tensorflow.python.data.experimental.kernel_tests.serialization.zip_dataset_serialization_test",33
"Module tensorflow.python.data.experimental.kernel_tests.serialization.sql_dataset_serialization_test",33
"Module tensorflow.python.autograph.utils.tensor_list",33
"Module tensorflow.python.kernel_tests.signal.mfcc_ops_test",33
"Module tensorflow.compiler.tests.determinant_ops_test",33
"Module tensorflow.python.ops.parallel_for.test_util",33
"Module parallel_for.test_util",33
"Module tensorflow.python.keras.distribute.distributed_training_utils_test",33
"Module tensorflow.python.training.server_lib_same_variables_clear_test",33
"Module tensorflow.python.data.experimental.ops.random_ops",33
"Module tensorflow.python.data.util.traverse",33
"Module tensorflow.lite.testing.op_tests.range",32
"Module tensorflow.lite.testing.op_tests.log_softmax",32
"Module tensorflow.lite.testing.op_tests.gather_with_constant",32
"Module tensorflow.python.data.experimental.kernel_tests.serialization.group_by_reducer_serialization_test",32
"Module tensorflow.python.util.lazy_loader",32
"Module tensorflow.lite.testing.op_tests.exp",32
"Module tensorflow.lite.testing.op_tests.reverse_v2",32
"Module email.mime.multipart",32
"Module tensorflow.python.compiler.tensorrt.test.identity_output_test",32
"Module tensorflow.python.training.saver_large_variable_test",31
"Module tensorflow.python.data.experimental.kernel_tests.serialization.optimize_dataset_serialization_test",31
"Module tensorflow.python.autograph.impl.api_py3_test",31
"Module tensorflow.python.training.server_lib_multiple_containers_test",31
"Script runlit.site.cfg.py",31
"Module tensorflow.lite.testing.op_tests.sigmoid",31
"Module tensorflow.python.data.experimental.kernel_tests.optimization.noop_elimination_test",31
"Module tensorflow.lite.testing.op_tests.splitv",31
"Module tensorflow.python.eager.memory_tests.remote_memory_test",31
"Module tensorflow.compiler.mlir.lite.tests.debuginfo.concrete_function_error",31
"Module tensorflow.python.framework.registry_test",31
"Module tensorflow.python.kernel_tests.template_mirrored_strategy_test",31
"Module tensorflow.python.keras.saving.saved_model.model_serialization",31
"Module tensorflow.python.kernel_tests.distributions.identity_bijector_test",31
"Module tensorflow.python.keras.backend_config_test",31
"Module tensorflow.tools.graph_transforms.__init__",31
"Module tensorflow.python.autograph.operators.__init__",31
"Module tensorflow.examples.adding_an_op.zero_out_3_test",31
"Module tensorflow.python.autograph.core.config_lib",31
"Module tensorflow.python.data.experimental.kernel_tests.serialization.unbatch_dataset_serialization_test",30
"Module tensorflow.python.util.keyword_args",30
"Module ragged.ragged_row_splits_to_segment_ids_op_test",30
"Module tensorflow.examples.adding_an_op.zero_out_1_test",30
"Module tensorflow.lite.testing.op_tests.elu",30
"Module tensorflow.lite.micro.examples.magic_wand.train.data_augmentation_test",30
"Module tensorflow.python.autograph.converters.list_comprehensions_test",30
"Module tensorflow.lite.testing.op_tests.l2norm_shared_epsilon",30
"Module tensorflow.lite.testing.op_tests.leaky_relu",30
"Module tensorflow.python.data.experimental.ops.cardinality",30
"Module tensorflow.python.profiler.profiler",30
"Module tensorflow.python.ops.ragged.ragged_row_splits_to_segment_ids_op_test",30
"Module tensorflow.python.data.experimental.kernel_tests.serialization.parse_example_dataset_serialization_test",30
"Module tensorflow.python.data.experimental.kernel_tests.serialization.group_by_window_serialization_test",29
"Module tensorflow.lite.testing.op_tests.placeholder_with_default",29
"Module tensorflow.python.tpu.tpu_function",29
"Module tensorflow.python.framework.versions_test",29
"Module tensorflow.lite.testing.op_tests.relu",29
"Module tkinter.scrolledtext",29
"Module tensorflow.lite.testing.op_tests.tanh",29
"Module tensorflow.lite.micro.examples.magic_wand.train.data_split_person_test",29
"Module tensorflow.lite.testing.op_tests.relu6",29
"Module tensorflow.python.data.experimental.ops.threading_options",29
"Module tensorflow.python.kernel_tests.decode_png_op_test",29
"Module tensorflow.python.framework.file_system_test",29
"Module tensorflow.python.kernel_tests.string_strip_op_test",29
"Module tensorflow.lite.experimental.tensorboard.ops_util",29
"Module tensorflow.python.debug.lib.dumping_callback_test_lib",29
"Module tensorflow.lite.testing.op_tests.matrix_diag",29
"Module tensorflow.lite.testing.op_tests.cast",29
"Module tensorflow.python.eager.benchmarks.resnet50.resnet50_test_util",29
"Module tensorflow.python.training.quantize_training",29
"Module tensorflow.lite.testing.op_tests.depth_to_space",29
"Module tensorflow.python.data.experimental.ops.sleep",29
"Module tensorflow.python.data.experimental.kernel_tests.serialization.concatenate_dataset_serialization_test",28
"Module tensorflow.python.data.experimental.kernel_tests.variant_test",28
"Module tensorflow.python.kernel_tests.string_upper_op_test",28
"Module tensorflow.lite.testing.op_tests.relu1",28
"Module tensorflow.python.ops.signal.signal",28
"Module tensorflow.python.keras.datasets.cifar",28
"Module tensorflow.python.data.kernel_tests.enumerate_test",28
"Module tensorflow.python.ops.ragged.ragged_eager_test",28
"Module ragged.ragged_eager_test",28
"Module tensorflow.python.data.experimental.kernel_tests.counter_test",28
"Module tensorflow.python.kernel_tests.zero_division_test",28
"Module tensorflow.lite.testing.op_tests.zeros_like",28
"Module tensorflow.python.kernel_tests.string_lower_op_test",28
"Module tensorflow.python.framework.op_def_registry",28
"Module tensorflow.python.kernel_tests.sparsemask_op_test",28
"Module tty",27
"Module tensorflow.python.data.experimental.kernel_tests.serialization.fixed_length_record_dataset_serialization_test",27
"Module tensorflow.lite.testing.op_tests.resolve_constant_strided_slice",27
"Module tensorflow.python.autograph.pyct.static_analysis.reaching_definitions_py3_test",27
"Module tensorflow.python.data.experimental.kernel_tests.serialization.choose_fastest_dataset_serialization_test",27
"Module tensorflow.lite.testing.op_tests.ceil",27
"Module tensorflow.python.tpu.bfloat16_test",27
"Module tensorflow.python.data.experimental.kernel_tests.serialization.sample_from_datasets_serialization_test",27
"Module tensorflow.python.training.server_lib_same_variables_no_clear_test",27
"Module tensorflow.python.saved_model.tag_constants",27
"Module tensorflow.python.autograph.utils.context_managers",27
"Module tensorflow.python.kernel_tests.string_join_op_test",27
"Module tensorflow.lite.testing.op_tests.round",27
"Module tensorflow.lite.testing.op_tests.neg",27
"Module tensorflow.python.eager.def_function_xla_test",27
"Module tensorflow.lite.testing.op_tests.floor",27
"Module tensorflow.python.autograph.pyct.testing.basic_definitions",26
"Module _bootlocale",26
"Module tensorflow.python.ops.losses.util_test",26
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.basic_v1",26
"Module tensorflow.python.data.experimental.kernel_tests.model_dataset_test",26
"Module tensorflow.python.debug.lib.op_callbacks_common",26
"Module tensorflow.lite.testing.op_tests.rank",26
"Module tensorflow.python.distribute.reduce_util",26
"Module losses.util_test",26
"Module tensorflow.compiler.tests.reshape_op_test",26
"Module distutils.command.__init__",26
"Module tensorflow.examples.saved_model.integration_tests.export_rnn_cell",26
"Module tensorflow.lite.testing.op_tests.abs",26
"Module tensorflow.python.autograph.converters.conditional_expressions_test",25
"Module tensorflow.python.framework.kernels",25
"Module tensorflow.python.keras.utils.np_utils_test",25
"Module tensorflow.compiler.tests.placeholder_test",25
"Module tensorflow.compiler.tests.xla_device_gpu_test",25
"Module email.mime.text",25
"Module tensorflow.python.keras.utils.all_utils",25
"Module tensorflow.python.ops.ragged.ragged_size_op_test",25
"Module tensorflow.python.autograph.pyct.static_analysis.liveness_py3_test",25
"Module ragged.ragged_size_op_test",25
"Module tensorflow.python.data.experimental.kernel_tests.serialization.take_while_dataset_serialization_test",25
"Module tensorflow.examples.saved_model.integration_tests.mnist_util",25
"Module tkinter.commondialog",25
"Module tensorflow.python.distribute.distribute_config",25
"Module tensorflow.python.distribute.model_collection.model_collection_base",25
"Module tensorflow.python.data.experimental.kernel_tests.optimization.filter_with_random_uniform_fusion_test",25
"Module tensorflow.python.data.kernel_tests.skip_test",25
"Module tensorflow.python.autograph.pyct.static_analysis.annos",25
"Module tensorflow.python.debug.__init__",24
"Module tensorflow.python.autograph.utils.context_managers_test",24
"Module tensorflow.examples.adding_an_op.zero_out_grad_2",24
"Module tensorflow.python.data.kernel_tests.take_test",24
"Module tensorflow.python.client.device_lib",24
"Module tensorflow.python.kernel_tests.cross_grad_test",24
"Module encodings.mbcs",24
"Module tensorflow.python.framework.gpu_util",24
"Module tensorflow.python.data.experimental.kernel_tests.serialization.shard_dataset_serialization_test",24
"Module tensorflow.python.autograph.converters.conditional_expressions",24
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.shared_variable_v1",24
"Module tkinter.colorchooser",24
"Module tensorflow.python.keras.mixed_precision.experimental.get_layer_policy_test",24
"Module tensorflow.lite.micro.tools.make.merge_arduino_zips",24
"Module experimental.get_layer_policy_test",24
"Module tensorflow.python.data.experimental.kernel_tests.serialization.ignore_errors_serialization_test",24
"Module tensorflow.python.framework.tensor_shape_div_test",24
"Script compat_template_v1.__init__.py",24
"Script runlit.cfg.py",23
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.keras",23
"Module tensorflow.python.kernel_tests.trace_op_test",23
"Module ragged.__init__",23
"Module tensorflow.python.ops.initializers_ns",23
"Module tensorflow.python.autograph.core.unsupported_features_checker",23
"Module tensorflow.python.util.keyword_args_test",23
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_and_batch_fusion_test",23
"Module tensorflow.python.ops.ragged.__init__",23
"Module tensorflow.python.ops.unconnected_gradients",23
"Module tensorflow.python.data.experimental.kernel_tests.serialization.rebatch_dataset_serialization_test",23
"Module tensorflow.python.ops.control_flow_v2_toggles_test",22
"Module tensorflow.python.distribute.summary_op_util",22
"Module tensorflow.python.autograph.converters.asserts_test",22
"Module tensorflow.python.data.experimental.kernel_tests.serialization.scan_dataset_serialization_test",22
"Module tensorflow.python.distribute.multi_process_lib",22
"Module lib2to3.pygram",22
"Module tensorflow.python.compiler.mlir.mlir",22
"Module tensorflow.examples.saved_model.integration_tests.use_text_rnn_model",22
"Module tensorflow.python.client.device_lib_test",22
"Module tensorflow.compiler.tests.unstack_test",22
"Module tensorflow.python.keras.mixed_precision.experimental.loss_scale",22
"Module tensorflow.python.ops.control_flow_v2_func_graphs",22
"Module experimental.loss_scale",22
"Module tensorflow.python.platform.app_test",21
"Module tensorflow.python.autograph.utils.type_check_test",21
"Script tensorflow.lite.micro.tools.make.targets.ecm3531.load_program",21
"Module tensorflow.python.data.experimental.kernel_tests.serialization.shuffle_and_repeat_dataset_serialization_test",21
"Module tensorflow.python.kernel_tests.huge_slice_op_test",21
"Module tensorflow.python.data.experimental.kernel_tests.serialization.prefetch_dataset_serialization_test",21
"Module tensorflow.python.data.experimental.kernel_tests.serialization.unique_dataset_serialization_test",21
"Module tensorflow.examples.saved_model.integration_tests.use_rnn_cell",21
"Module unittest.__init__",21
"Module tensorflow.compiler.tests.xla_test_test",21
"Module tensorflow.python.autograph.converters.asserts",21
"Script tensorflow.lite.micro.tools.make.targets.ecm3531.flash_program",21
"Module tensorflow.python.data.benchmarks.range_benchmark",20
"Module tensorflow.python.keras.preprocessing.text",20
"Module distributions.distributions",20
"Module tensorflow.python.ops.distributions.distributions",20
"Module tensorflow.python.tpu.topology_test",20
"Module tensorflow.python.debug.examples.debug_mnist",20
"Module tensorflow.python.profiler.traceme",20
"Module tensorflow.python.distribute.numpy_dataset_test",20
"Module tensorflow.python.grappler.graph_analyzer",20
"Module tensorflow.python.eager.graph_only_ops_test",20
"Module tensorflow.python.profiler.scoped_annotation",20
"Script tensorflow.tools.test.file_name_test",20
"Module tensorflow.python.framework.ops_enable_eager_test",19
"Module tensorflow.lite.micro.examples.micro_speech.apollo3.captured_data_to_wav",19
"Module tensorflow.python.util.memory",19
"Module tensorflow.tools.docs.generate",19
"Module tensorflow.python.training.server_lib_sparse_job_test",19
"Module tensorflow.python.autograph.pyct.testing.decorators",19
